Term, TermFreq >= 1, PosClassDiff (correct-estimate), NegClassDiff, PosClassAvDiff, NegClassAvDiff, CorrectClass1pos, CorrectClass2pos, CorrectClass3pos, CorrectClass4pos, CorrectClass5pos, CorrectClass1neg, CorrectClass2neg, CorrectClass3neg, CorrectClass4neg, CorrectClass5neg, ,
parsoid,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0, ,
password,3,0,0,0,0,1,2,0,0,0,3,0,0,0,0, ,
patches,3,0,0,0,0,2,1,0,0,0,0,3,0,0,0, ,
patchset,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0, ,
phpdoc,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
pointers,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0, ,
port,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
preceding,3,0,0,0,0,1,2,0,0,0,2,1,0,0,0, ,
preferipv4,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0, ,
presentation,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
pretty,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0, ,
problems,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
production,3,0,0,0,0,3,0,0,0,0,1,2,0,0,0, ,
provider,3,0,0,0,0,3,0,0,0,0,0,1,2,0,0, ,
qtcore,3,0,0,0,0,2,1,0,0,0,3,0,0,0,0, ,
queries,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
questions,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
readable,3,0,0,0,0,2,1,0,0,0,3,0,0,0,0, ,
real,3,0,0,0,0,1,2,0,0,0,2,1,0,0,0, ,
reasonable,3,0,0,0,0,2,1,0,0,0,0,2,1,0,0, ,
rebase,3,0,0,0,0,2,1,0,0,0,2,0,1,0,0, ,
refs,3,0,0,0,0,1,2,0,0,0,3,0,0,0,0, ,
remain,3,0,0,0,0,2,1,0,0,0,1,1,1,0,0, ,
removing,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
replaced,3,0,0,0,0,2,0,1,0,0,3,0,0,0,0, ,
repo,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0, ,
required,3,0,0,0,0,2,1,0,0,0,1,1,1,0,0, ,
revision,3,0,0,0,0,1,2,0,0,0,3,0,0,0,0, ,
rild,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0, ,
rules,3,0,0,0,0,2,1,0,0,0,0,2,1,0,0, ,
safety,3,0,0,0,0,0,3,0,0,0,2,1,0,0,0, ,
sal,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
security,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0, ,
seen,3,0,0,0,0,3,0,0,0,0,1,1,1,0,0, ,
select,3,0,0,0,0,1,2,0,0,0,2,1,0,0,0, ,
selected,3,0,0,0,0,2,1,0,0,0,3,0,0,0,0, ,
selection,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
send,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
sets,3,0,0,0,0,3,0,0,0,0,1,0,2,0,0, ,
setup,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0, ,
shell,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0, ,
slight,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0, ,
somehow,3,0,0,0,0,3,0,0,0,0,1,2,0,0,0, ,
sort,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
specification,3,0,0,0,0,2,1,0,0,0,2,0,0,1,0, ,
sqlite,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
std,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
structure,3,0,0,0,0,1,2,0,0,0,2,1,0,0,0, ,
sufficient,3,0,0,0,0,2,1,0,0,0,1,1,1,0,0, ,
svc,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
tabs,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0, ,
tell,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
templates,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0, ,
third,3,0,0,0,0,2,1,0,0,0,1,2,0,0,0, ,
throughout,3,0,0,0,0,2,1,0,0,0,3,0,0,0,0, ,
thus,3,0,0,0,0,2,1,0,0,0,2,1,0,0,0, ,
translate,3,0,0,0,0,1,2,0,0,0,3,0,0,0,0, ,
tried,3,0,0,0,0,2,1,0,0,0,0,1,2,0,0, ,
uid,3,0,0,0,0,3,0,0,0,0,2,0,1,0,0, ,
validation,3,0,0,0,0,0,3,0,0,0,2,1,0,0,0, ,
view,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
vm,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
vtk,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0, ,
we'll,3,0,0,0,0,2,1,0,0,0,2,1,0,0,0, ,
who,3,0,0,0,0,1,2,0,0,0,1,2,0,0,0, ,
wikipedia,3,0,0,0,0,3,0,0,0,0,2,1,0,0,0, ,
wondering,3,0,0,0,0,3,0,0,0,0,1,2,0,0,0, ,
worked,3,0,0,0,0,0,3,0,0,0,2,1,0,0,0, ,
works,3,0,0,0,0,2,1,0,0,0,1,1,1,0,0, ,
worth,3,0,0,0,0,2,1,0,0,0,3,0,0,0,0, ,
yep,3,0,0,0,0,1,1,1,0,0,3,0,0,0,0, ,
stored,3,-1,0,0,0,1,2,0,0,0,1,2,0,0,0, ,
interwiki,2,4,0,0,0,0,0,2,0,0,0,2,0,0,0, ,
dependencies,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
finish,2,2,0,0,0,1,0,1,0,0,1,1,0,0,0, ,
ondxpage,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
soon,2,2,0,0,0,1,0,1,0,0,1,1,0,0,0, ,
subject,2,2,0,0,0,1,0,1,0,0,2,0,0,0,0, ,
wording,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
worry,2,2,0,0,0,0,0,2,0,0,1,0,0,1,0, ,
85,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
abandoned,2,1,0,0,0,0,2,0,0,0,0,1,1,0,0, ,
aspx,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
breaking,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0, ,
couple,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
cross,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
descriptive,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
distinct,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0, ,
elementtree,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
fairly,2,1,0,0,0,0,2,0,0,0,1,0,0,1,0, ,
fill,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
fold,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
imagine,2,1,0,0,0,0,2,0,0,0,1,0,0,1,0, ,
instructions,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0, ,
microsoft,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
msdn,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
often,2,1,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
operators,2,1,0,0,0,0,2,0,0,0,1,0,1,0,0, ,
quick,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
ref,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
registered,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
restart,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0, ,
sites,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
spec,2,1,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
strange,2,1,0,0,0,0,1,1,0,0,2,0,0,0,0, ,
50,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0, ,
150,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
:D,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0, ,
^,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
$revid,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
0xff,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
Â¨,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
Ã¨,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
Â°,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
Ã°ÂµÃ°Âµ,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
Ã£,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
â€¡,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
absolute,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
accounts,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
adds,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0, ,
addsdrobject,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
adjusted,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
agreed,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
alternatives,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
android,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
animationeffect,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
anonymous,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
anyways,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
ap,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
apis,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
appears,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
application,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
applied,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
argue,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0, ,
arrayutility,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0, ,
ask,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
assert,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0, ,
attributes,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
available,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
aware,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
b,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0, ,
backtrace,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
backwards,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
bar,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
bash,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0, ,
basically,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
becomes,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
begin,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
behind,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
bellow,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
belong,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
belongs,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
bin,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
blockablewindow,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
body,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
boilerplate,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0, ,
boundaries,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
bounds,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0, ,
box,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0, ,
break,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
breakpoint,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
btw,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0, ,
buffers,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
bugs,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
business,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
button,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
c2go,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
caches,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
cancel,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0, ,
caught,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
causes,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
causing,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
cfg,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
character,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
checksdkpath,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
clarity,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
class's,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
clients,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
cmake,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
cmp,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
cms,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
collection,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
colon,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
comes,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
compat,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
complains,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
composite,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
configured,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
connect,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0, ,
connected,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
connections,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0, ,
consider,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
content,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
controller,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
copying,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
coverage,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
creates,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0, ,
creation,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
cros,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
ctk,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0, ,
current,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
damage,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
dan,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
dashboard,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0, ,
dcheck,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0, ,
deal,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
decide,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
decorator,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0, ,
defining,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
deleting,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
demand,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0, ,
dependency,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
deployment,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
deprecation,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
designer,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
destroyed,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0, ,
detect,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
developed,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
device,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
dex,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
dialogue,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0, ,
die,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
direct,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
disabled,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
discussion,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
disk,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0, ,
displays,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0, ,
documenting,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
due,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0, ,
easier,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
eclipse,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
editor,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
effect,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
efficiency,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
effort,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
elsewhere,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
encoding,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
endpoint,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
enforce,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
entries,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
env,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
er,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
escaped,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
eth1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
expect,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
expensive,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
explained,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0, ,
explanation,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
ext,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
extbase,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0, ,
extension,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
extra,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
extract,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0, ,
failing,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0, ,
fault,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
feeling,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0, ,
figure,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
float,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
font,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
footer,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
formatting,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
formula,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0, ,
forse,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
frect,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
functional,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
functiondecl,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
gcc,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0, ,
generation,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
getdate,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
getter,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
globstr,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
godoc,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
googlesource,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
goroutine,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0, ,
groups,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
grow,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
grunning,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
guard,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0, ,
guessing,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
guide,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
handled,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
handles,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
harder,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0, ,
hashes,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0, ,
he's,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
highlight,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0, ,
hint,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
history,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
holds,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
hook,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
hooks,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
href,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
hypervisor,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
i18n,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
ide,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
ids,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
images,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0, ,
impl,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
implements,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
improve,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
includes,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
incorrect,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
indented,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
indexof,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
indicate,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
infrastructure,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
ing,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
initialize,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0, ,
initramfs,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
inject,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0, ,
insight,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
installed,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
intentional,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
introduced,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
invisible,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
iscomplete,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
it'd,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0, ,
kernel,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
keys,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
keywords,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
killed,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0, ,
knows,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
lang,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
langid,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
larger,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
late,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
libvirt,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
license,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
likely,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
limiting,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
linux,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
lists,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
little,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0, ,
live,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
loaded,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
locale,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
located,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
logger,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
logical,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
lost,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0, ,
lte,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
magic,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
manually,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
mapping,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
marked,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
mathoid,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
matter,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
meaningless,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
merging,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
migration,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
migrations,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
min,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
mind,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
minidom,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
misleading,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
mistake,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0, ,
misunderstood,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
modes,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
moves,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0, ,
moving,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
msg,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
mul,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0, ,
nailgun,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
naming,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
negatively,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
nfml,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
nicely,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0, ,
nicer,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0, ,
nl,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
normally,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0, ,
noticed,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
npe,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0, ,
nullptr,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0, ,
numbering,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
numpara,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0, ,
obvious,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0, ,
occurs,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0, ,
okay,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
ones,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0, ,
