Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
tcp	1	1	3	1.0	3.0	0	1	0	0	0	0	0	0	1	0	
lib64	1	1	3	1.0	3.0	0	1	0	0	0	0	0	0	1	0	
python2	1	1	3	1.0	3.0	0	1	0	0	0	0	0	0	1	0	
socketserver	1	1	3	1.0	3.0	0	1	0	0	0	0	0	0	1	0	
413	1	1	3	1.0	3.0	0	1	0	0	0	0	0	0	1	0	
inheriting	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
queue	4	0	0	0.0	0.0	2	2	0	0	0	1	2	1	0	0	
fragile	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
utils	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
transactive	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
hassle	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
parsememinfo	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
leading	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
underscore	2	1	1	0.5	0.5	1	1	0	0	0	0	2	0	0	0	
39024	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
noted	3	0	0	0.0	0.0	1	2	0	0	0	3	0	0	0	0	
pool	2	0	0	0.0	0.0	0	2	0	0	0	1	1	0	0	0	
generic	11	0	1	0.0	0.09090909	7	4	0	0	0	6	5	0	0	0	
discover	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
searchable	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
backend	4	0	0	0.0	0.0	1	3	0	0	0	3	1	0	0	0	
search	7	1	0	0.14285715	0.0	3	4	0	0	0	6	1	0	0	0	
gluster	2	0	0	0.0	0.0	0	2	0	0	0	1	1	0	0	0	
volumes	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
upgrades	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
libvirt	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
restart	3	0	0	0.0	0.0	2	0	0	1	0	2	1	0	0	0	
suddenly	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
stay	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
mike's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
jsonrpc	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
mappers	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
instantiations	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
extract	2	0	0	0.0	0.0	1	0	1	0	0	2	0	0	0	0	
sets	4	0	0	0.0	0.0	3	1	0	0	0	1	2	1	0	0	
fails	22	8	0	0.36363637	0.0	10	9	2	1	0	0	21	0	1	0	
npe	4	1	0	0.25	0.0	1	3	0	0	0	2	2	0	0	0	
storagecomandbase	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
editable	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
editableontemplate	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
scope	10	0	0	0.0	0.0	7	2	0	1	0	7	3	0	0	0	
track	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
formatter	2	0	0	0.0	0.0	1	1	0	0	0	1	0	1	0	0	
vdsdynamicdao	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
daos	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
sufficent	1	2	1	2.0	1.0	0	0	1	0	0	0	1	0	0	0	
contructor	1	2	1	2.0	1.0	0	0	1	0	0	0	1	0	0	0	
catched	1	2	1	2.0	1.0	0	0	1	0	0	0	1	0	0	0	
succeeded	2	0	0	0.0	0.0	0	0	2	0	0	1	1	0	0	0	
little	3	0	0	0.0	0.0	1	1	0	1	0	1	2	0	0	0	
imageid	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
display	5	0	0	0.0	0.0	4	1	0	0	0	3	1	1	0	0	
duplicated	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
moment	2	0	0	0.0	0.0	1	1	0	0	0	1	0	1	0	0	
initial	2	0	1	0.0	0.5	2	0	0	0	0	0	2	0	0	0	
considering	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
displayed	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
displaying	2	0	0	0.0	0.0	2	0	0	0	0	1	0	1	0	0	
convert	5	1	0	0.2	0.0	3	1	0	1	0	5	0	0	0	0	
versioning	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
diskimageguid	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
established	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
port	6	0	0	0.0	0.0	6	0	0	0	0	4	2	0	0	0	
conf	6	1	0	0.16666667	0.0	3	3	0	0	0	6	0	0	0	0	
complexity	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
updates	4	1	0	0.25	0.0	2	2	0	0	0	1	3	0	0	0	
guesteventtime	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mast	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
domdependent	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
powering	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
patches	6	0	0	0.0	0.0	4	2	0	0	0	2	3	0	1	0	
srv	3	0	2	0.0	0.6666667	3	0	0	0	0	1	2	0	0	0	
each	21	8	1	0.3809524	0.04761905	15	4	0	2	0	13	5	3	0	0	
sh	3	0	2	0.0	0.6666667	3	0	0	0	0	1	2	0	0	0	
disagree	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
repeat	5	0	1	0.0	0.2	3	1	1	0	0	2	2	0	0	1	
stop	5	0	0	0.0	0.0	4	0	1	0	0	2	3	0	0	0	
existed	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
maintainer	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
unit	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
expects	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
legacy	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
dependencies	5	6	0	1.2	0.0	1	2	2	0	0	3	2	0	0	0	
entirely	3	0	0	0.0	0.0	2	1	0	0	0	1	1	1	0	0	
management	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
poll	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
moves	2	0	1	0.0	0.5	2	0	0	0	0	0	2	0	0	0	
days	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
getentity	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
solve	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
findbugs	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
job	3	0	0	0.0	0.0	1	2	0	0	0	0	3	0	0	0	
click	4	0	0	0.0	0.0	4	0	0	0	0	2	2	0	0	0	
jenkins	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
getexitedvmstats	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
addvm	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gui	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
redirect	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
administrator	3	0	0	0.0	0.0	0	1	0	2	0	1	2	0	0	0	
console	4	0	0	0.0	0.0	2	0	0	2	0	2	1	1	0	0	
faulty	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
practice	2	0	0	0.0	0.0	0	1	0	1	0	0	2	0	0	0	
michael	2	1	1	0.5	0.5	1	1	0	0	0	1	1	0	0	0	
extracting	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
redirected	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	0	1	
tab	7	0	0	0.0	0.0	2	4	0	1	0	5	0	1	1	0	
listeners	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mirroring	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
schema	5	0	0	0.0	0.0	4	1	0	0	0	4	1	0	0	0	
nic	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
portmirroring	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
clarification	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
validation	3	0	0	0.0	0.0	0	3	0	0	0	2	1	0	0	0	
marks	3	0	0	0.0	0.0	2	1	0	0	0	3	0	0	0	0	
validators	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
mindset	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
mimic	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
runtimeexception	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
useless	3	0	0	0.0	0.0	2	1	0	0	0	0	0	3	0	0	
appreciate	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
keys	4	0	0	0.0	0.0	0	3	0	1	0	3	1	0	0	0	
enables	2	1	1	0.5	0.5	0	2	0	0	0	1	1	0	0	0	
truefalse	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
01	2	1	1	0.5	0.5	1	1	0	0	0	0	2	0	0	0	
yesno	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
month	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ago	2	1	2	0.5	1.0	0	2	0	0	0	1	0	0	1	0	
addall	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
casting	3	1	0	0.33333334	0.0	1	2	0	0	0	2	0	1	0	0	
elementtree	2	1	0	0.5	0.0	1	1	0	0	0	2	0	0	0	0	
dict	10	2	4	0.2	0.4	8	2	0	0	0	4	4	2	0	0	
minidom	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
limited	3	0	0	0.0	0.0	3	0	0	0	0	2	1	0	0	0	
dom	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
initlinemodel	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
semantics	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
picked	2	0	0	0.0	0.0	0	2	0	0	0	0	2	0	0	0	
boxes	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
constrained	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
shot	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
clone	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tunables	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
val	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
blind	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
safer	3	0	1	0.0	0.33333334	0	3	0	0	0	1	2	0	0	0	
intention	2	2	0	1.0	0.0	0	1	1	0	0	0	2	0	0	0	
spy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
heavy	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
selection	4	0	0	0.0	0.0	4	0	0	0	0	4	0	0	0	0	
popup	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sub	3	3	0	1.0	0.0	2	0	0	1	0	3	0	0	0	0	
ux	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
decision	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
distribution	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
minor	10	1	2	0.1	0.2	5	5	0	0	0	4	4	2	0	0	
discussing	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
completion	2	1	1	0.5	0.5	1	1	0	0	0	1	1	0	0	0	
labels	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dc	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
network	4	1	1	0.25	0.25	1	3	0	0	0	1	1	2	0	0	
join	4	0	0	0.0	0.0	2	2	0	0	0	3	1	0	0	0	
vmlist	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
vurti	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
monitoring	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dbgroup	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ldapgroup	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
authn	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
authz	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
cleanup	5	0	0	0.0	0.0	4	1	0	0	0	2	3	0	0	0	
skimmed	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
noticed	4	0	0	0.0	0.0	1	2	0	1	0	4	0	0	0	0	
verb	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
sqlite	3	0	0	0.0	0.0	2	1	0	0	0	1	2	0	0	0	
ganesha	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
mysql	5	0	1	0.0	0.2	3	2	0	0	0	3	2	0	0	0	
limitation	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
reversed	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
volume	3	0	0	0.0	0.0	1	0	1	1	0	2	0	1	0	0	
understood	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
chain	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
shut	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
situation	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
plugins	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
developed	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
team	8	0	1	0.0	0.125	6	0	0	2	0	3	4	1	0	0	
experimental	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pi	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mos	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
engineering	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
teams	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
annoying	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
postrouting	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
nat	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
l1468	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
pep8	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
getattr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
spacing	3	0	-1	0.0	-0.33333334	2	1	0	0	0	2	1	0	0	0	
evelvate	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
tempest	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
exeption	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
unauthorized	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
vein	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
class's	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
metadata	5	0	0	0.0	0.0	3	2	0	0	0	5	0	0	0	0	
deserializing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
column	4	0	1	0.0	0.25	3	1	0	0	0	3	1	0	0	0	
allowed	6	1	3	0.16666667	0.5	4	2	0	0	0	2	4	0	0	0	
sqlalchemy	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
regardless	2	0	0	0.0	0.0	0	2	0	0	0	0	2	0	0	0	
ldap	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
regular	4	1	0	0.25	0.0	3	1	0	0	0	3	1	0	0	0	
postgres	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
deployment	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
optimal	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
4095	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
sanitized	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
namespaces	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
overriden	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
lookup	4	1	2	0.25	0.5	2	2	0	0	0	1	3	0	0	0	
works	11	3	0	0.27272728	0.0	4	4	2	1	0	7	4	0	0	0	
brian	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
storing	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
decrypting	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
decoding	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
clients	4	0	0	0.0	0.0	2	0	0	2	0	3	1	0	0	0	
pki	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
debate	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
minds	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
equality	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
namespacing	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
property	6	0	0	0.0	0.0	2	4	0	0	0	2	4	0	0	0	
provider	4	0	0	0.0	0.0	4	0	0	0	0	1	1	2	0	0	
meaning	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
ceph	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
absent	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
8191	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
maximum	2	0	0	0.0	0.0	1	0	0	1	0	2	0	0	0	0	
filesystems	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
hardcoded	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
josh	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
proposal	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
boot	6	3	0	0.5	0.0	1	4	1	0	0	2	4	0	0	0	
deploy	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
bare	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
metal	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
booted	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
ironic	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
requested	2	0	0	0.0	0.0	0	1	1	0	0	1	1	0	0	0	
cleaning	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
discuss	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
irc	2	0	2	0.0	1.0	2	0	0	0	0	0	2	0	0	0	
tracking	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
trunk	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
migration	4	0	0	0.0	0.0	4	0	0	0	0	2	2	0	0	0	
migrates	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
drops	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fully	4	2	1	0.5	0.25	2	1	1	0	0	1	3	0	0	0	
clarity	3	0	0	0.0	0.0	2	1	0	0	0	3	0	0	0	0	
detail	3	0	0	0.0	0.0	1	1	1	0	0	3	0	0	0	0	
referenced	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
datastore	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
prints	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
parallel	3	0	1	0.0	0.33333334	2	1	0	0	0	2	1	0	0	0	
inject	3	0	1	0.0	0.33333334	3	0	0	0	0	0	2	1	0	0	
mapping	3	0	1	0.0	0.33333334	3	0	0	0	0	1	2	0	0	0	
unittest	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
aren't	3	0	0	0.0	0.0	1	2	0	0	0	2	1	0	0	0	
dump	3	0	0	0.0	0.0	3	0	0	0	0	0	3	0	0	0	
printing	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
achieve	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
intuitive	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
lgtm	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
authorise	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
password	3	0	0	0.0	0.0	1	0	0	2	0	3	0	0	0	0	
nova	3	0	1	0.0	0.33333334	2	0	0	1	0	2	1	0	0	0	
dunno	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
ctx	6	1	0	0.16666667	0.0	3	2	0	1	0	2	4	0	0	0	
trust	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
creds	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
part1	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
hypervisor	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
v3	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
postgresql	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
migrations	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
stores	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
indexes	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
essentially	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
projectscopedpayload	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
dependent	4	0	0	0.0	0.0	2	1	0	1	0	0	4	0	0	0	
openstack	5	0	0	0.0	0.0	3	2	0	0	0	4	1	0	0	0	
162196	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
capture	4	0	0	0.0	0.0	1	3	0	0	0	0	4	0	0	0	
substring	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
cpu	4	0	0	0.0	0.0	2	0	2	0	0	4	0	0	0	0	
ratio	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fro	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
greg	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
ssl	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
termination	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
pipeline	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
revisit	3	0	0	0.0	0.0	3	0	0	0	0	0	3	0	0	0	
entry	11	0	1	0.0	0.09090909	9	2	0	0	0	6	5	0	0	0	
chose	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wide	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
scheduler	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
conjunction	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
filters	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
live	5	1	0	0.2	0.0	4	1	0	0	0	3	2	0	0	0	
detailed	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
crud	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
62865	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
reduced	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
operators	6	1	0	0.16666667	0.0	4	2	0	0	0	2	4	0	0	0	
recognised	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
launchpad	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
manila	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
1330391	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
saw	3	0	0	0.0	0.0	2	1	0	0	0	1	2	0	0	0	
138310	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
specs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
kilo	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
capabilities	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
rst	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
god	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
156203	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
nailgun	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
integration	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
capacity	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ex	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
validator	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
validate	4	0	0	0.0	0.0	3	1	0	0	0	4	0	0	0	0	
cluster	3	0	0	0.0	0.0	3	0	0	0	0	2	1	0	0	0	
fwas	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
reads	2	0	0	0.0	0.0	1	1	0	0	0	0	1	1	0	0	
risk	3	0	0	0.0	0.0	2	1	0	0	0	0	3	0	0	0	
misunderstood	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
concatenation	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
objects	6	0	0	0.0	0.0	5	0	0	1	0	3	2	1	0	0	
preserved	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
neutron	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
drivers	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
reviews	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
61	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
mocking	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
getaddrinfo	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
former	2	0	0	0.0	0.0	2	0	0	0	0	1	0	1	0	0	
ut	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
highly	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
docstring	3	0	0	0.0	0.0	2	1	0	0	0	3	0	0	0	0	
needing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
prominence	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wedged	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
vote	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
standalone	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
canonical	2	1	1	0.5	0.5	1	1	0	0	0	1	0	1	0	0	
mock	3	0	0	0.0	0.0	2	1	0	0	0	0	0	3	0	0	
